id,faq_topic_id,question,seo_name,answer,alternate_words,is_top_faq,sort,activate,deactivate,is_active,published,sequence
937,211,Do I need a specific kind of computer or device to use Cricket Broadband?,Do-I-need-a-specific-kind-of-computer-or-device-to-use-Cricket-Broadband,Your computer should have a minimum 32 MB memory RAM and minimum 14 MB free hard disk space and USB port-Slot A with our traditional computers.  Our<a href="http://www.mycricket.com/broadband/datacard/cricket-crosswave"> Crosswave&nbsp;</a> will work with all devices.,broadband compatibility^ computer compatibility^ operating software^ cricket broadband^ broad band^ data card^ data^ modem,0,646,8/11/09 0:00,NULL,1,11/12/10 13:05,3
938,211,Is the Cricket Broadband modem and service compatible with Mac?,Is-the-Cricket-Broadband-modem-and-service-compatible-with-Mac,Yes. All of our modems are compatible with certain Mac operating systems.-The <strong>Cricket A600</strong> modem&nbsp;is compatible&nbsp;with Mac OS X Panther (10.3.9+)^ Mac OS X Tiger (10.4+)^ and Mac OS X Leopard (10.5+).-The <strong>UM185C</strong> modem is compatible with Mac OS X Tiger (10.4+) and Mac OS X Leopard (10.5+).-The <strong>EC1705</strong> is compatible with all Mac operating systems-The <strong>Crosswave</strong> is compatible with all Mac operating systems,apple^ macintosh^ mac^ broadband software^ cricket broadband^ data^ broadband compatibility^ modem compatibility^ operating software,0,649,8/11/09 0:00,NULL,1,11/12/10 13:26,8
940,211,Can Cricket Broadband users receive a text message with their modems?,Can-cricket-broadband-users-receive-a-text-message-with-their-modems,Yes^ Microsoft and Mac users can send and receive SMS messages with any of our devices.,SMS message^ apple^ mac^ macintosh^ text message^ broadband text message^ broadband compatibility^ modem compatibility,0,652,8/11/09 0:00,NULL,1,11/12/10 13:29,15
941,211,Is Cricket Broadband compatible with Linux?,Is-Cricket-Broadband-compatible-with-Linux,Cricket modems do not support Linux.&nbsp; However^ with the Cricket Crosswave^ you can connect to nearly any device that supports WiFi^ including Linux.,linux^ unix^ sun^ cricket broadband^ broadband^ broadband compatibility^ modem compatibility,0,650,8/11/09 0:00,NULL,1,11/12/10 13:26,9
944,211,What is a USB wireless modem?,What-is-a-USB-wireless-modem,A USB wireless modem is a device that provides Internet access - by connecting to cellular towers^ similar to your cellular phone. Cricket Broadband offers several wireless USB modems; all are compact and lightweight^ which offers 100% flexibility and mobility to be online at home^ at work or at the park. You can access the Internet from anywhere in Cricket Broadband&rsquo;s coverage area without cords^ cables or worry of finding a Wi-Fi hotspot.,broadband modem^ modem^ wirless modem^ usb modem^ data card^,0,653,8/11/09 0:00,NULL,1,9/28/09 17:05,13
946,211,Can I use my Cricket Broadband modem with a wireless router?,Can-I-use-my-Cricket-Broadband-modem-with-a-wireless-router,Our Cricket Crosswave acts as a modem and a router in a single unit.  There are a number of routers available that convert a USB modem into a hotspot.  Check with the manufacturer for compatibility with Cricket products.,broadband modem^ router^ broadband compatibility^ modem compatibility,0,651,8/11/09 0:00,NULL,1,11/12/10 13:27,12
947,211,How does the Cricket Broadband modem work?,How-does-the-Cricket-Broadband-modem-work,Cricket&rsquo;s mobile data service works with our modems by establishing an Internet connection via Cricket&rsquo;s 3G network.  The wireless modem connects to Cricket&rsquo;s network much like your cellular phone.,broadband modem^ modem^ wireless modem^,0,644,8/11/09 0:00,NULL,1,11/12/10 12:57,11
948,211,Can I use Cricket Broadband on multiple computers?,Can-I-use-Cricket-Broadband-on-multiple-computers,Yes. You can use our high-speed wireless Internet service on as many different computers as you want.  After installing the software onto each computer with our traditional modems^ plug in the modem^ connect via the Connection Manager^ and you&rsquo;ll be online.If you want to connect to more than one device at the same time^ you can with the <a href="http://www.mycricket.com/broadband/datacard/cricket-crosswave">Cricket Crosswave</a>^ which works as a modem and router all in one so that you can connect up to 4 devices at the same time.,broadband modem^ wireless modem^ modem^,0,645,8/11/09 0:00,NULL,1,11/12/10 12:58,5
949,211,What is the Y-Cable used for?,What-is-the-YCable-used-for,The Y-Cable is used...1. To enhance the performance of the modem as power and signal will come from two USB ports rather than one.2. As an extender if your desktop USB port is hard to reach.Note: The Y-Cable does not work with the Cricket Crosswave.,y cable^ y-cable^ Y cable^,0,654,8/11/09 0:00,NULL,1,11/12/10 13:30,14
950,211,Does Cricket Broadband support Windows 7?,Does-Cricket-Broadband-support-Windows-7,Yes^ Cricket Broadband supports Windows 7.,windows 7^ windows seven^ operating system^ broadband compatibility^ modem compatibility^ broadband modem,0,648,8/11/09 0:00,NULL,1,11/12/10 13:24,10
951,212,Why is my Kyocera K132  freezing^ locking up or failing?,Why-is-my-Kyocera-K132andnbsp-freezing-locking-up-or-failing,Cricket has identified a software corruption issue with some its K132 handsets. Users may receive the error message "Crash Dump" and could possibly experience their phone locking up or freezing because of this. Cricket is currently working with Kyocera to fix the software issue and appreciates your patience and understanding during this time. Please check back for updates on a fix to this issue in the near future.,Kyocera K132^ K132^ Kyocera^ error message^ crash dump,0,1146,8/11/09 0:00,9/7/12 0:00,1,9/7/12 14:57,3
952,212,I think I may have a broken phone.  What can I do?,I-think-I-may-have-a-broken-phoneandnbsp-What-can-I-do,If you feel that your phone may be damaged or broken^ try the following steps:<ol><li>Turn your phone off and then back on. </li><li>Plug your phone and phone charger into the wall to ensure your phone has power. </li><li>Dial *228 and follow the prompts given. </li><li>Refer to your phone user manual for manufacturer recommended troubleshooting steps. </li><li>Call Cricket Customer Service at 1-800-CRICKET to speak with a customer service representative. </li><li>Visit your local <a href="http://account.mycricket.com/cricketlocations">Cricket store</a> for in-person assistance. </li></ol>,technical support^ broken phone^ phone broken^ phone damaged^ damaged phone^ phone wont turn on,0,1139,8/11/09 0:00,NULL,1,3/8/12 9:14,1
953,212,I have a non-Cricket phone. What services and support does Cricket provide to customers with non-Cricket phones?,I-have-a-nonCricket-phone-What-services-and-support-does-Cricket-provide-to-customers-with-nonCricket-phones,Since your phone was designed to work on another carrier&rsquo;s network not all of the Cricket network features may work even though the phone was flashed to Cricket&rsquo;s network. Cricket only supports voice features and text messaging for non-Cricket phones. If you would like to experience all the features Cricket network has to offer you may want to consider purchasing a Cricket phone.,non-cricket phone^ non cricket phone^ not cricket phone^ phone support^ support^ flash phone^ flashed^ flash,0,1138,8/11/09 0:00,NULL,1,9/28/09 17:05,2
954,213,In a place with free Wi-Fi which should I use my Cricket Broadband service or the free Wi-Fi?,In-a-place-with-free-Wi-Fi-which-should-I-use-my-Cricket-Broadband-service-or-the-free-Wi-Fi,You can use either. You may find that your computer will try to connect to the Wi-Fi^ depending on your settings. If you wish to connect to the Internet via your Cricket Broadband modem hit the &ldquo;connect&rdquo; button on your desktop Connection Manager and proceed to the Internet as normal via Cricket Broadband. If you wish to connect to the Internet via an alternative Wi-Fi source^ make sure that your Cricket Broadband connection is disabled so that your computer does not try to connect to both at the same time.,WIFI^ Wi Fi^ Wi-Fi^ broadband question^ mifi,0,672,8/11/09 0:00,NULL,1,9/20/11 13:51,5
955,213,My Cricket broadband modem came with a CD^ but I do not have a CD-drive on my computer. How do I download the client software for my broadband modem?,My-Cricket-broadband-modem-came-with-a-CD-but-I-do-not-have-a-CDdrive-on-my-computer-How-do-I-download-the-client-software-for-my-broadband-modem,<span style="font-size: 7.5pt; font-family: Verdana^ sans-serif;">For the<span>&nbsp;</span><strong>A600 modem</strong><span>&nbsp;</span>click here to download the preloaded software&nbsp;for your<span>&nbsp;</span><a href="http://www.mycricket.com/downloads/Cricket_Broadband_Setup-v1.0(build_1466)Win.zip">PC</a><span>&nbsp;</span>or<a href="http://www.mycricket.com/downloads/Cricket_Broadband_Setup-v1.0(build_1466)Mac.zip">Mac</a><span>&nbsp;</span>computer.</span><span style="font-size: 7.5pt; font-family: Verdana^ sans-serif;">For the<span>&nbsp;</span><strong>UM185C modem</strong><span>&nbsp;</span>click here to download the preloaded software for your<span>&nbsp;</span><a href="http://cricket.avanquestusa.com/CricketBroadbandConnect_RC33.exe">PC or Mac</a>.</span><span style="font-size: 7.5pt; font-family: Verdana^ sans-serif;">For the <strong>UTStarcom UM100 modem</strong> click here to download the preloaded software for your <a href="http://www.mycricket.com/support/cell-phone-details/modem/cricketum100cmodem">PC or Mac</a>.</span><span style="font-size: 7.5pt; font-family: Verdana^ sans-serif;">For the <strong>ZTE AC3781 modem</strong> click here to download the preloaded software for your <a href="http://www.mycricket.com/downloads/AC3781-modem-driver-files.zip">PC or Mac</a>.</span><span style="font-size: 7.5pt; font-family: Verdana^ sans-serif;">For the <strong>Cricket EC1705 modem</strong> click here to download the preloaded software for your <a href="http://www.mycricket.com/downloads/Cricket-Broadband-EC1705_Windows-(21.003.16.16.644).zip">PC</a> or <a href="http://www.mycricket.com/downloads/Cricket-Broadband-EC1705_Mac(21.003.16.11.644).zip">Mac</a>.</span><span style="font-size: 7.5pt; font-family: Verdana^ sans-serif;">For the <strong>Cricket Crosswave WiFi Hotspot</strong> click here to download the preloaded software for your <a href="http://www.mycricket.com/downloads/UTPSCONNLAUCHER_WIN1.01.09.644_MAC1.01.07.644_UPDATE.rar">PC or Mac</a>.</span>,broadband software^ modem software^ software^ client software^  broadband driver^ driver download^ drivers^ a600^ um185c,0,673,8/11/09 0:00,10/11/12 0:00,1,10/11/12 14:40,6
956,213,Will I get an email address when I sign up for Cricket Broadband service?,Will-I-get-an-email-address-when-I-sign-up-for-Cricket-Broadband-service,No. While Cricket Broadband does provide unlimited Internet access^ we do not provide email addresses. You can get a free email address from Yahoo.com^ Gmail or MSN to name a few.,cricket email^ cricket e-mail^ e-mail address^ email address^ broadband email^ broadband e-mail^,0,675,8/11/09 0:00,NULL,1,9/28/09 17:05,8
957,213,Can I use my Cricket's USB wireless modems as a flash drive/jump drive?,Can-I-use-my-Crickets-USB-wireless-modems-as-a-flash-drivejump-drive,Yes. The Cricket A600 modem includes a memory slot for up to a 4GB microSD memory card. You must activate your modem PRIOR to inserting/using the microSD memory card.Note: <a href="http://www.mycricket.com/cell-phone-accessories/type/data-and-memory">MicroSD card</a> sold separately.,modem flash drive^ modem jump drive^ thumb drive^ jump drive^ flash drive^,0,669,8/11/09 0:00,NULL,1,2/17/10 9:37,2
958,213,Can I send/receive text messages with my Cricket USB wireless modem?,Can-I-sendreceive-text-messages-with-my-Cricket-USB-wireless-modem,Yes. You can send and receive text messages with Cricket Broadband whether you use a PC or Mac computer. As a matter of fact^ you should check your text messages regularly as Cricket sends important information and reminders via modem text.,broaband text message^ broad band text message^ broadband text^ broad band text^ modem SMS^ modem text message^,0,668,8/11/09 0:00,NULL,1,9/28/09 17:05,3
959,213,When I go to unplug my Cricket USB wireless modem my computer tells me to safely remove the hardware before removing it. How do I do this?,When-I-go-to-unplug-my-Cricket-USB-wireless-modem-my-computer-tells-me-to-safely-remove-the-hardware-before-removing-it-How-do-I-do-this,Windows customers should be able to locate a &ldquo;Safely Remove Hardware&rdquo; icon; located at the bottom right corner of their system tray. Follow the prompts to safely remove your modem.,safely remove hardware^ broadband modem safely remove^ safely remove modem^ modem removal^ eject,0,674,8/11/09 0:00,NULL,1,9/28/09 17:05,7
960,213,I accidently deleted my Cricket Broadband icon on my computer desktop. How do I get it back?,I-accidently-deleted-my-Cricket-Broadband-icon-on-my-computer-desktop-How-do-I-get-it-back,No problem^ there are two easy ways to retrieve your Cricket Broadband desktop icon. Either reinstall the software that came with your modem or... FOR UM100C modems on a PC:<ol>    <li>Open &ldquo;My Computer&rdquo; on your desktop</li>    <li>Enter C:\Program Files\Cricket\QuickLinkMobile into the address field </li>    <li>Right click on &ldquo;QuickLinkMobile.exe&rdquo; </li>    <li>Select &ldquo;Create Shortcut&rdquo; </li>    <li>Drag and drop the icon onto your desktop</li></ol>FOR A600 modems on&nbsp;a PC:<ol>    <li>Open &ldquo;My Computer&rdquo; on your desktop </li>    <li>Enter C:\Program Files\Cricket\CricketBroadband into the address field&nbsp;</li>    <li>Right click on &ldquo;CricketBroadband.exe&rdquo; </li>    <li>Select &ldquo;Create Shortcut&rdquo;&nbsp;</li>    <li>Drag and drop the icon onto your desktop </li></ol>,broadband icon^ broadband desktop^ broadband desktop icon^ broadband computer desktop icon^ computer icon^ computer desktop,0,671,8/11/09 0:00,NULL,1,9/28/09 17:05,4
961,214,I'm having a problem connecting.  How do I get support for Cricket Broadband service?,Im-having-a-problem-connectingandnbsp-How-do-I-get-support-for-Cricket-Broadband-service,Please go to your nearest full service <a href="https://account.mycricket.com/cricketlocations/">Cricket Store</a> or call the Cricket Broadband Customer Service Center at 1-800-CRICKET.*Before contacting our Customer Service team^ please ensure you have the following information:-Operating system (i.e.^ Windows XP)-Cricket Wireless Modem Device number (MDN) assigned to your wireless modem. To find your MDN please use the following steps:<ol><li>Insert the device into your computer's USB port </li><li>Open Cricket Broadband Connection Manager </li><li>Go to Help&gt;About^ your phone number is listed as your MDN </li></ol>,broadband question^ broadband issue^ broadband question^ broadband inquiry^ tech support^ support^ customer service^ costumer service,0,660,8/11/09 0:00,NULL,1,3/16/11 8:58,1
962,214,I have a question about installation^ getting connected to the Internet^ or speeds^ what do I do?,I-have-a-question-about-installation-getting-connected-to-the-Internet-or-speeds-what-do-I-do,Please go to your nearest full service <a href="https://account.mycricket.com/cricketlocations/">Cricket Store</a> or call our Customer Service Center at 1-800-CRICKET.*Before contacting our Customer Service team^ please ensure that you have the following information:-Operating system (i.e.^ Windows XP)-Cricket Wireless Modem Device Number (MDN) assigned to your wireless modem (This can be found in your original packaging or by clicking Help; then clicking About QuickLink Mobile; while using the QuickLink Mobile Software).,broadband support^ broadband installation support^ broadband help^ broadband question^ broadband inquiry^ broadband problem^ broadband issue^ tech support^ support^ customer service^ costumer service,0,661,8/11/09 0:00,NULL,1,3/16/11 8:59,3
963,213,How do I find my Broadband phone number (also called an MDN)?,How-do-I-find-my-Broadband-phone-number-also-called-an-MDN,Insert the modem into your computer. Open the Cricket Connection Manager; Go to Help^ your phone number is listed as the MDN. SAVE the MDN somewhere you can easily access it in the future^ should you need it.,MDN^ broadband phone number^ broadband number^ mdm^ what is my mdn^ what is my mdm^,0,670,8/12/09 0:00,NULL,1,4/20/10 9:40,1
965,214,What is the Cricket Broadband Acceptable Use Policy?,What-is-the-Cricket-Broadband-Acceptable-Use-Policy,<font face="Arial"><a href="http://www.mycricket.com/broadband/acceptableuse/">Acceptable Use Policy</a>Cricket Communications^ Inc. (&ldquo;Cricket&rdquo;) has formulated this Acceptable Use Policy (&ldquo;AUP&rdquo;) in order to encourage the responsible use of Cricket&rsquo;s networks^ systems^ services^ web sites and products (collectively^ the &ldquo;Cricket Network and Services&rdquo;) by our customers and other users of the Cricket Network and Services (collectively^ &ldquo;Users&rdquo;)^ and to enable us to provide Users with secure^ reliable and productive services. By using the Cricket Network and Services^ Users consent to be bound by the terms of this AUP. Cricket reserves the right to modify this AUP in its discretion at any time. Such modifications will be effective when posted. Any use of the Cricket Network and Services after such modification shall constitute acceptance of such modification.1. Suspension; Termination. Any User which Cricket determines to have violated any element of this AUP may be subject to a suspension or termination of service. Cricket will suspend service for violation of the AUP on the most limited basis as Cricket determines is reasonably practical under the circumstances to address the underlying violation. Cricket will attempt to notify Customer prior to suspending service for violation of the AUP (which may be via email or any other notification); provided^ however^ Cricket may suspend service without notice if Cricket becomes aware of a violation of any applicable law or regulation or activity^ including but not limited to a violation of the AUP^ that exposes Cricket to criminal or civil liability or that exposes the Cricket network or Cricket customers&rsquo; network or property to harm. Such harm to a network may include^ but is not limited to^ risk of having an IP address placed on blacklists. Cricket may take such further action as Cricket determines to be appropriate under the circumstances to eliminate or preclude repeat violations^ and Cricket shall not be liable for any damages of any nature suffered by any Customer^ User^ or any third party resulting in whole or in part from Cricket&rsquo;s exercise of its rights under this AUP.2. Prohibited Conduct. The Cricket Network and Services must be used in a manner that is consistent with the intended purpose of the Cricket Network and Services and may be used only for lawful purposes. Users shall not use the Cricket Network and Services in order to transmit^ distribute or store material: (a) in violation of any applicable law or regulation^ including export or encryption laws or regulations (b) that may adversely affect the Cricket Network and Services or other Cricket customers (c) that may expose Cricket to criminal or civil liability. Users are prohibited from facilitating the violation of any part of this AUP or another provider&rsquo;s AUP^ including^ but not limited to transmitting^ distributing^ or otherwise making available any product or service that violates this AUP or another provider&rsquo;s AUP.3. Inappropriate Content. Users shall not use the Cricket Network and Services to transmit^ distribute or store material that is inappropriate^ as reasonably determined by Cricket^ or material that is obscene (including child pornography)^ defamatory^ libelous^ threatening^ abusive^ hateful^ or excessively violent.4. Intellectual Property. Material accessible through the Cricket Network and Services may be subject to protection under privacy^ publicity^ or other personal rights and Intellectual Property rights^ including but not limited to^ copyrights and laws protecting patents^ trademarks^ trade secrets or other proprietary information. Users shall not use the Cricket Network and Services in any manner that would infringe^ dilute^ misappropriate^ or otherwise violate any such rights. If you use a domain name in connection with any of the Cricket Network and Services^ you must not use that domain name in violation of the trademark^ service mark^ or other rights of any third party.5. Harmful Content. Users shall not use the Cricket Network and Services to transmit^ distribute or store material that may be harmful to or interfere with the Cricket Network and Services or any third party&rsquo;s networks^ systems^ services^ or web sites. Such prohibited harmful content includes^ but is not limited to^ viruses^ worms^ or Trojan horses.6. Fraudulent/Misleading Content. Users shall not use the Cricket Network and Services to transmit or distribute material containing fraudulent offers for goods or services^ or any advertising or promotional materials that contain false^ deceptive^ or misleading statements^ claims^ or representations. In addition^ Users are prohibited from submitting any false or inaccurate data on any order form^ contract or online application^ including the fraudulent use of credit cards.7. Email and Unsolicited Messages. Users shall not use the Cricket Network and Services to transmit unsolicited e-mail messages^ including^ without limitation^ unsolicited bulk emails^ where such emails could reasonably be expected to provoke complaints (&ldquo;spam&rdquo;). Further^ Users are prohibited from using the service of another provider to send spam to promote a site hosted on or connected to the Cricket Network and Services. In addition^ Users shall not use the Cricket Network and Services in order to (a) send e-mail messages which are excessive and/or intended to harass or annoy others. (b) continue to send e-mail messages to a recipient that has indicated that he/she does not wish to receive them. (c) send e-mail with forged TCP/IP packet header information. (d) send malicious e-mail^ including^ without limitation^ &ldquo;mail-bombing.&rdquo; (e) send or receive e-mail messages in a manner that violates the use policies of any other Internet service provider. (f) use an e-mail box exclusively as a storage space for data.8. Third Party Rules; Usenet. Users may have access through the Cricket Network and Services to search engines^ subscription Web services^ chat areas^ bulletin boards^ Web pages^ USENET^ or other services that promulgate rules^ guidelines or agreements to govern their use. Users must adhere to any such rules^ guidelines^ or agreements.9. Inappropriate Actions. Users shall not use the Cricket Network and Services to conduct activities that may be harmful to or interfere with the Cricket Network and Services or any third party&rsquo;s networks^ systems^ services^ or Web sites^ including^ but not limited to^ flooding^ mail bombing^ or denial of service attacks. Users are prohibited from violating or attempting to violate the security of the Cricket Network and Services or the computers^ accounts^ or networks of another party. Users are also prohibited from any activity considered a precursor to attempted security violations^ including^ but not limited to^ any form of scanning^ probing^ or other testing or information gathering activity. Inappropriate activity may result in civil or criminal liability. Cricket will investigate such activity^ and may involve and cooperate with law enforcement authorities in prosecuting Users involved in such activity.10. Responsibility for Content. Cricket takes no responsibility for any material created or accessible on or through the Cricket Network and Services. Cricket is not obligated to monitor such material^ but reserves the right to do so. Cricket will not exercise any editorial control over such material. In the event that Cricket becomes aware that any such material may violate this AUP and/or expose Cricket to civil or criminal liability^ Cricket reserves the right to block access to such material and suspend or terminate any User creating^ storing or disseminating such material. Cricket further reserves the right to cooperate with legal authorities and third parties in the investigation of alleged wrongdoing^ including disclosing the identity of the User that Cricket deems responsible for the wrongdoing.</font><font face="Arial">Important InformationService is subject to the Cricket Terms and Conditions of Service^ which you should read before activating service. Service is not available in all areas. See www.mycricket.com for detailed coverage maps. For individual use only and not for resale.Cricket Mobile Internet ServiceSubject to Cricket&rsquo;s Acceptable Use Policy^ available at www.mycricket.com. You are responsible for maintaining virus protection when accessing service.Subscriber ManagementWe reserve the right to protect our network from harm^ compromised capacity or degradation in performance. We reserve the right to limit throughput speeds or amount of data transferred^ and to deny^ modify or terminate service^ without notice^ to anyone whose usage adversely impacts our network^ service levels or uses more than 5 GB in a given month. We may monitor your compliance with the above but will not monitor the content of your communications except as otherwise expressly permitted or required by law.Prohibited UsesThe broadband wireless internet service may not be used for illegal purposes or purposes that infringe upon others&rsquo; intellectual property rights^ or in a manner that interferes with other users&rsquo; service^ interferes with the network&rsquo;s ability to fairly allocate capacity among users^ or that otherwise degrades service quality for other users.Approximate Data Usage ExamplesBasic information and examples showing the approximate data usage for several common Internet activities appear below.Application Approximate SizeE-mail (1 text page without attachments).....................................................................................................3 KBBased on this assumption^ you would need to send and/or receive approximately 1^747^627 e-mails in a month to reach 5 GBWord Document (5 text pages)................................................................................................................70 KBBased on this assumption^ you would need to download approximately 74^897 Word Documents in a month to reach 5 GBWeb Page...............................................................................................................................................150 KBBased on this assumption^ you would need to look up approximately 34^952 web pages in a month (or over 1^000/day) to reach 5 GBDigital Photo..........................................................................................................................................500 KBBased on this assumption^ you would need to download approximately 10^485 low resolution digital photos in a month to reach 5 GBPowerPoint Presentation (20 pages text &amp; light graphics)......................................................................3 MBBased on this assumption^ you would need to download approximately 1^707 PowerPoint presentations in a month to reach 5 GBNote: The above examples are just estimates^ based on approximate size assumptions. Actual file sizes and user experiences will vary.</font>,acceptable use policy^ broadband acceptable use^ broadband acceptable use policy^ broadband policy,0,662,8/11/09 0:00,NULL,1,9/28/09 17:05,4
974,216,What do I do if my phone is lost^ stolen^ or damaged?,What-do-I-do-if-my-phone-is-lost-stolen-or-damaged,If your phone was damaged^ lost or stolen please call 1-866-217-5787 or <a href="http://esecuritel.com/mycricket/Notification.aspx">click here</a> to file a claim online (www.thesignal.com),handset protection^ phone protection^ phone lost^ phone stolen^ lost phone^ damaged phone^ phone replacement^ replacing a phone^ insurance^ phone stolen^ stolen phone^,0,1134,8/11/09 0:00,NULL,1,11/9/12 13:37,NULL
976,216,What is the Handset Protection?,What-is-the-Handset-Protection,<a href="http://esecuritel.com/mycricket/Notification.aspx">Click here</a> for information on Handset Protection.,insurance^ phone insurance^ insurance claim^ handset protection^ handset protection program^ Handset Protection Program^ phone protection^ phone replacement^ replacing a phone^ protection plan,0,1130,8/11/09 0:00,NULL,1,11/9/12 12:55,1
977,216,How does the Handset Protection work?,how-does-the-handset-protection-work,You may obtain handset protection when you purchase and activate a new phone on the Cricket network. Handset Protection costs $5 per month&nbsp;(plus applicable tax) for all models except the iPhone. &nbsp;iPhone coverage is $10 per month (plus applicable tax) and is conveniently billed to your account. In the event&nbsp;of&nbsp;lost^ stolen or&nbsp;warrenty covered damage the handset will be eligible for a replacement of&nbsp;same quality&nbsp;as&nbsp;the&nbsp;original.,insurance^ phone insurance^ insurance claim^ handset protection^ handset protection program^ Handset Protection Program^ phone protection^ phone replacement^ replacing a phone^ protection plan^ iphone coverage,0,1131,8/5/12 0:00,NULL,1,8/2/12 10:26,3
978,216,What does the Handset Protection cover?,What-does-the-Handset-Protection-cover,Handset Protection provides protection against direct physical damage^ accidental water or liquid damage^ theft^ lost or misplaced phones^ and mechanical or electrical failure once the manufacturer's warranty expires.,insurance^ phone insurance^ insurance claim^ handset protection^ handset protection program^ Handset Protection Program^ phone protection^ phone replacement^ replacing a phone^ phone stolen^ stolen phone^ insurance coverage,0,1132,8/11/09 0:00,NULL,1,5/15/12 10:57,NULL
979,216,Do I have to pay a deductible if I have Handset Protection?,Do-I-have-to-pay-a-deductible-for-Handset-Protection,Yes^ the deductibles are $20^ $50^ $85^ $125 and $200 and are based on the device selected.&nbsp; Please refer to your <a href="https://account.mycricket.com/cricketlocations/">local Cricket store</a> for more information.,insurance^ phone insurance^ insurance claim^ handset protection^ handset protection program^ Handset Protection Program^ phone protection^ phone replacement^ replacing a phone,0,1133,8/5/12 0:00,NULL,1,8/2/12 10:32,6
980,216,What should I do if I find my phone after I have replaced it?,What-should-I-do-if-I-find-my-phone-after-I-have-replaced-it,Please return the found handset to your nearest <a href="http://account.mycricket.com/cricketlocations/">full service Cricket location</a>.,insurance^ phone insurance^ insurance claim^ handset protection^ handset protection program^ Handset Protection Program^ phone protection^ phone replacement^ replacing a phone,0,1135,8/11/09 0:00,NULL,1,4/11/12 11:57,7
981,217,What is a tri-band phone and what does tri-band mean?,What-is-a-triband-phone-and-what-does-triband-mean,A tri-band phone is one that works on PCS 850/1900 MHz frequencies and the AWS 1700 MHz frequency. For Cricket customers^ this means their tri-band phone can make calls without roaming in all current Cricket markets.,triband^ 3band^ tri band^ tri-band^ tri-band phone^ triband phone^ tri&nbsp;band phone^ aws,0,1265,8/11/09 0:00,NULL,1,3/16/10 11:18,1
982,217,How do I know if I have a tri-band phone?,How-do-I-know-if-I-have-a-triband_phone,Tri-band phones can be identified by the tri-band icon located on the back of the phone.&nbsp; This icon can also be found on the packaging your phone came in.,triband^ 3band^ tri band^ tri-band^ tri-band phone^ triband phone^ tri&nbsp;band phone^ aws,0,1267,8/11/09 0:00,NULL,1,1/22/10 11:59,2
983,217,What markets are Cricket tri-band markets?,What-markets-are-Cricket-triband-markets,To find out which of Cricket&rsquo;s market require a tri-band phone <a href="http://www.mycricket.com/coverage/maps/wireless">click here to view the coverage maps</a>. Tri-band market areas are indicated on the coverage map where you see the cross-hatched pattern.,triband^ 3band^ tri band^ tri-band^ tri-band phone^ triband phone^ tri&nbsp;band phone^ aws^ aws markets,0,1266,8/11/09 0:00,NULL,1,3/16/10 11:19,3
986,217,I don't have a tri-band phone. Can I use my Cricket phone in a tri-band market?,I-dont-have-a-triband-phone-Can-I-use-my-Cricket-phone-in-a-tri-band-market,No. Customer with Dual-band phones will not connect in Tri-band areas.Below is a list of our current Tri-band cities:<table border="1" cellspacing="0" cellpadding="0"><tbody><tr><td valign="top">Beaumont</td></tr><tr><td valign="top">Brownsville</td></tr><tr><td valign="top">Corpus Christi</td></tr><tr><td valign="top">Laredo</td></tr><tr><td valign="top">Las Vegas</td></tr><tr><td valign="top">Oklahoma City</td></tr><tr><td valign="top">St. Louis</td></tr><tr><td valign="top">Philadelphia</td></tr><tr><td valign="top">Wilmington</td></tr><tr><td valign="top">Atlantic City</td></tr><tr><td valign="top">Washington DC</td></tr><tr><td valign="top">Baltimore</td></tr><tr><td valign="top">Milwaukee</td></tr><tr><td valign="top">South Wisconsin (Including Rockford)</td></tr><tr><td valign="top">Chicago (Excluding Rockford)</td></tr><tr><td valign="top">Lake Charles</td></tr></tbody></table>,triband^ 3band^ tri band^ tri-band^ tri-band phone^ triband phone^ tri&nbsp;band phone^ aws,0,1269,8/11/09 0:00,NULL,1,5/19/11 8:14,7
987,217,I don't have a tri-band phone.  How do I get one?,I-dont-have-a-triband-phoneandnbsp-How-do-I-get-one,To purchase a tri-band phone^ you may visit the <a href="../../cell-phones">phones page</a> on <a href="http://www.mycricket.com">mycricket.com</a>^ dial 1-800-939-0095 to speak with a live sales representative or use the <a href="http://account.mycricket.com/cricketlocations/">store locator</a> to find a Cricket sales location near you.,triband^ 3band^ tri band^ tri-band^ tri-band phone^ triband phone^ tri&nbsp;band phone^ aws,0,1268,8/11/09 0:00,NULL,1,1/22/10 11:59,6
989,217,I live in Las Vegas^ do I need a tri-band phone?,I-live-in-Las-Vegas-do-I-need-a-triband-phone,Yes. If you live in Las Vegas you need a tri-band phone in order to use all of Cricket's call features.,triband^ 3band^ tri band^ tri-band^ tri-band phone^ triband phone^ tri&nbsp;band phone^ aws,0,1270,8/11/09 0:00,NULL,1,1/22/10 11:59,5
990,218,What is a refurbished phone?,What-is-a-refurbished-phone,A refurbished phone is one that has been completely remanufactured to OEM &amp; carrier specific quality standards. Each handset is thoroughly tested both physically and mechanically to ensure high quality for customers.,refurb^ refurbished^ refurb phone^ refurbished phones^ u340^ u340 phone,0,843,8/13/09 0:00,NULL,1,9/28/09 17:05,9
